"V1" "V2"
"1" 3.00957875998299 2.22549431184588
"2" 1.22140042549068 -4.27698071080684
"3" 4.29612231157936 3.06769264317374
"4" -2.79609917090727 1.07357405047393
"5" -0.232148134532629 -1.37705576950033
"6" -3.02182481336408 -1.29324267552894
"7" -0.506804569649832 3.2222115331998
"8" -1.66309363948105 1.18380545046106
"9" 3.54221235607392 1.08943725143939
"10" 2.29956528446792 2.10585242901205
"11" 1.4897156526338 -1.44717750272929
"12" -0.126870938634843 1.9109409810497
"13" -1.2761750064536 1.3673383169591
"14" -1.51936518272804 3.69333831147254
"15" 4.5676344982918 0.980584367627985
"16" 2.00179465982992 -1.18188712909006
"17" 1.86929860706286 -0.214692022836118
"18" 2.53005025934931 -0.771321694114991
"19" 1.01423544234186 -5.37094139324133
"20" 3.2122071373197 -1.17931693945164
"21" 0.607918877218037 -5.09659407651183
"22" -1.35667340185532 3.27525850146269
"23" 2.41440827922574 -1.40669251544977
"24" -1.33417849412774 -0.357411113190669
"25" 1.69526536902197 2.86896534001589
"26" 1.37999275428029 0.694836546992347
"27" -1.24986163969861 -2.64074618047917
"28" -1.8432585018792 -1.03033064822992
"29" -0.572583357467175 -0.608225717854056
"30" 0.842329948587801 -0.0102912205393381
"31" 4.75422088418823 1.93781893529772
"32" 3.58356118827234 4.45141506834758
"33" 1.11415559150336 1.49939372705456
"34" 0.494250229346458 3.32426176302998
"35" 4.12781546328938 2.79610487544702
"36" 1.68821031276257 5.44878950865913
"37" -2.28944258634085 -0.0139675702097248
"38" -1.63974574329995 -2.20108702078373
"39" 1.1647045513812 -2.43711263873595
"40" -0.844420362076649 4.38427135778157
"41" -3.75254871844075 3.04527163808332
"42" 0.519232155261786 -2.18889780963924
"43" 0.0843919318655243 1.84259291785944
"44" -0.589768356528051 3.09920893810318
"45" -4.87943684067305 -3.43697000298229
"46" 2.03012771564907 -3.89336804719781
"47" 2.8108599839125 3.90437994580687
"48" 0.796173357209082 0.289572467031763
"49" -0.112801223761948 -1.17065201194146
"50" 3.24583852364232 2.91375524925184
"51" -1.511493309814 3.3599885030479
"52" 2.29135497740957 -0.850386322587122
"53" 4.29408590213484 0.617732443135876
"54" -1.77372991578319 -0.101640534520305
"55" -1.19756842389705 0.424653500965163
"56" 1.79696105088157 -3.87413309310241
"57" 2.06445231181259 1.56627866867309
"58" -0.64964976735131 2.41818336689868
"59" 0.57884358784382 -4.05480558567945
"60" -2.73901779458012 0.0623684367381015
"61" 2.1037321518324 5.2443528934125
"62" 4.33725814043034 -1.40052562661895
"63" -0.355353523209777 -2.31229238064977
"64" 1.23973354003069 0.557463746690534
"65" 3.66703927751674 3.09754852184117
"66" 3.47078431141205 2.73831100251351
"67" 0.495172437893151 1.29873743594762
"68" 1.01531869777328 -0.278218936680264
"69" -2.89719541116289 -1.06161119514255
"70" 0.625641288603339 -2.51414912689821
"71" -0.397067308724117 -0.382038656584582
"72" -1.68545213466998 -3.19963850949906
"73" 1.12838529323027 -2.11252080525022
"74" -4.61384718244353 1.62064060636408
"75" 3.19467012336847 1.76859460022015
"76" 2.29195450920441 1.80849107583519
"77" -0.0229420241918837 -6.11722922338777
"78" -0.342286005101548 0.199180231254488
"79" -4.4459372442154 3.18108857405963
"80" 0.0687165690863928 -1.92265776701431
"81" -1.19449955891902 -3.93898651571691
"82" -2.38261111913889 1.6335508313209
"83" -1.80623887034989 -0.0771478591124618
"84" 0.383341207585494 -1.25650272079059
"85" -2.0851981839896 4.98917868050341
"86" -2.18861709113145 -1.91969351541539
"87" -1.3416271426007 1.78871260623428
